id,label
51602,0
51603,0.015625
51604,0.015625
51605,0.015625
51606,0
51607,0.015625
51608,0.015625
51609,0.015625
51610,0.015625
51611,0
51612,0
51613,0.015625
51614,0.015625
51615,0
51616,0.015625
51617,0
51618,0
51619,0
51620,0.015625
51621,0
51622,0
51623,0.015625
51624,0
51625,0
51626,0.015625
51627,0
51628,0
51629,0
51630,0.015625
51631,0
51632,0
51633,0.015625
51634,0.015625
51635,0
51636,0
51637,0
51638,0
51639,0
51640,0
51641,0.015625
51642,0
51643,0
51644,0.015625
51645,0
51646,0.015625
51647,0.015625
51648,0
51649,0
51650,0
51651,0
51652,0.015625
51653,0.015625
51654,0
51655,0
51656,0.015625
51657,0
51658,0
51659,0.015625
51660,0
51661,0
51662,0
51663,0
51664,0
51665,0.015625
51666,0
51667,0
51668,0.015625
51669,0.015625
51670,0.015625
51671,0.015625
51672,0.015625
51673,0.015625
51674,0
51675,0.015625
51676,0
51677,0.015625
51678,0.015625
51679,0.015625
51680,0
51681,0
51682,0.015625
51683,0
51684,0
51685,0.015625
51686,0
51687,0.015625
51688,0
51689,0
51690,0.015625
51691,0.015625
51692,0.015625
51693,0
51694,0
51695,0
51696,0
51697,0.015625
51698,0
51699,0
51700,0.015625
51701,0
51702,0.015625
51703,0
51704,0
51705,0
51706,0
51707,0.015625
51708,0.015625
51709,0.015625
51710,0
51711,0
51712,0
51713,0.015625
51714,0.015625
51715,0
51716,0
51717,0
51718,0.015625
51719,0.015625
51720,0.015625
51721,0.015625
51722,0.015625
51723,0
51724,0.015625
51725,0
51726,0
51727,0.015625
51728,0
51729,0
51730,0.015625
51731,0
51732,0.015625
51733,0
51734,0
51735,0.015625
51736,0
51737,0.015625
51738,0.015625
51739,0
51740,0
51741,0.015625
51742,0.015625
51743,0.015625
51744,0.015625
51745,0.015625
51746,0
51747,0
51748,0
51749,0
51750,0
51751,0
51752,0
51753,0.015625
51754,0
51755,0.015625
51756,0
51757,0
51758,0
51759,0.015625
51760,0.015625
51761,0.015625
51762,0
51763,0
51764,0
51765,0.015625
51766,0.015625
51767,0
51768,0
51769,0.015625
51770,0.015625
51771,0
51772,0
51773,0
51774,0
51775,0
51776,0
51777,0
51778,0.015625
51779,0
51780,0.015625
51781,0.015625
51782,0.015625
51783,0
51784,0
51785,0
51786,0.015625
51787,0
51788,0
51789,0.015625
51790,0
51791,0.015625
51792,0
51793,0.015625
51794,0
51795,0.015625
51796,0.015625
51797,0
51798,0
51799,0.015625
51800,0
51801,0.015625
51802,0
51803,0.015625
51804,0
51805,0.015625
51806,0.015625
51807,0.015625
51808,0.015625
51809,0
51810,0.015625
51811,0
51812,0
51813,0.015625
51814,0
51815,0.015625
51816,0.015625
51817,0
51818,0.015625
51819,0
51820,0.015625
51821,0.015625
51822,0
51823,0.015625
51824,0.015625
51825,0.015625
51826,0
51827,0.015625
51828,0.015625
51829,0.015625
51830,0.015625
51831,0
51832,0.015625
51833,0.015625
51834,0.015625
51835,0
51836,0
51837,0
51838,0.015625
51839,0.015625
51840,0.015625
51841,0
51842,0
51843,0
51844,0.015625
51845,0.015625
51846,0.015625
51847,0.015625
51848,0
51849,0
51850,0
51851,0.015625
51852,0.015625
51853,0
51854,0
51855,0
51856,0.015625
51857,0
51858,0
51859,0
51860,0
51861,0.015625
51862,0.015625
51863,0.015625
51864,0
51865,0
51866,0
51867,0
51868,0.015625
51869,0.015625
51870,0
51871,0
51872,0
51873,0.015625
51874,0.015625
51875,0
51876,0.015625
51877,0
51878,0.015625
51879,0
51880,0
51881,0
51882,0.015625
51883,0.015625
51884,0
51885,0.015625
51886,0
51887,0
51888,0.015625
51889,0
51890,0
51891,0.015625
51892,0
51893,0.015625
51894,0.015625
51895,0.015625
51896,0
51897,0
51898,0
51899,0
51900,0
51901,0.015625
51902,0
51903,0
51904,0
51905,0.015625
51906,0
51907,0
51908,0
51909,0.015625
51910,0
51911,0
51912,0
51913,0.015625
51914,0.015625
51915,0
51916,0.015625
51917,0.015625
51918,0
51919,0
51920,0.015625
51921,0.015625
51922,0.015625
51923,0
51924,0.015625
51925,0
51926,0
51927,0
51928,0.015625
51929,0
51930,0
51931,0
51932,0
51933,0
51934,0
51935,0.015625
51936,0
51937,0.015625
51938,0
51939,0
51940,0
51941,0
51942,0.015625
51943,0.015625
51944,0.015625
51945,0
51946,0.015625
51947,0.015625
51948,0.015625
51949,0
51950,0
51951,0.015625
51952,0
51953,0
51954,0.015625
51955,0.015625
51956,0
51957,0.015625
51958,0
51959,0
51960,0
51961,0
51962,0.015625
51963,0
51964,0
51965,0.015625
51966,0
51967,0
51968,0
51969,0
51970,0.015625
51971,0
51972,0
51973,0
51974,0.015625
51975,0
51976,0
51977,0
51978,0.015625
51979,0
51980,0
51981,0
51982,0
51983,0
51984,0
51985,0.015625
51986,0.015625
51987,0.015625
51988,0
51989,0
51990,0.015625
51991,0.015625
51992,0.015625
51993,0.015625
51994,0
51995,0.015625
51996,0.015625
51997,0
51998,0.015625
51999,0.015625
52000,0
52001,0.015625
52002,0
52003,0
52004,0.015625
52005,0.015625
52006,0
52007,0
52008,0
52009,0.015625
52010,0.015625
52011,0.015625
52012,0.015625
52013,0.015625
52014,0
52015,0.015625
52016,0
52017,0
52018,0
52019,0
52020,0
52021,0.015625
52022,0
52023,0
52024,0
52025,0.015625
52026,0
52027,0
52028,0.015625
52029,0
52030,0
52031,0
52032,0
52033,0
52034,0.015625
52035,0
52036,0.015625
52037,0
52038,0.015625
52039,0.015625
52040,0
52041,0.015625
52042,0.015625
52043,0
52044,0.015625
52045,0
52046,0.015625
52047,0
52048,0
52049,0
52050,0
52051,0
52052,0
52053,0
52054,0
52055,0.015625
52056,0
52057,0
52058,0.015625
52059,0.015625
52060,0.015625
52061,0
52062,0
52063,0
52064,0.015625
52065,0
52066,0.015625
52067,0.015625
52068,0.015625
52069,0
52070,0
52071,0.015625
52072,0
52073,0
52074,0.015625
52075,0
52076,0.015625
52077,0
52078,0.015625
52079,0
52080,0
52081,0.015625
52082,0
52083,0.015625
52084,0
52085,0.015625
52086,0
52087,0
52088,0.015625
52089,0.015625
52090,0
52091,0.015625
52092,0
52093,0
52094,0.015625
52095,0.015625
52096,0
52097,0
52098,0.015625
52099,0
52100,0
52101,0.015625
52102,0.015625
52103,0
52104,0
52105,0
52106,0.015625
52107,0
52108,0.015625
52109,0.015625
52110,0.015625
52111,0.015625
52112,0.015625
52113,0
52114,0
52115,0
52116,0.015625
52117,0
52118,0
52119,0.015625
52120,0
52121,0
52122,0
52123,0
52124,0
52125,0.015625
52126,0.015625
52127,0
52128,0
52129,0.015625
52130,0
52131,0.015625
52132,0.015625
52133,0
52134,0
52135,0.015625
52136,0.015625
52137,0.015625
52138,0.015625
52139,0
52140,0
52141,0
52142,0.015625
52143,0.015625
52144,0
52145,0
52146,0.015625
52147,0
52148,0
52149,0
52150,0
52151,0.015625
52152,0.015625
52153,0.015625
52154,0
52155,0
52156,0
52157,0.015625
52158,0.015625
52159,0
52160,0
52161,0
52162,0
52163,0
52164,0.015625
52165,0
52166,0
52167,0.015625
52168,0.015625
52169,0
52170,0
52171,0.015625
52172,0.015625
52173,0
52174,0
52175,0.015625
52176,0
52177,0
52178,0.015625
52179,0.015625
52180,0.015625
52181,0.015625
52182,0
52183,0.015625
52184,0
52185,0.015625
52186,0.015625
52187,0.015625
52188,0
52189,0
52190,0
52191,0
52192,0
52193,0.015625
52194,0
52195,0.015625
52196,0.015625
52197,0
52198,0.015625
52199,0.015625
52200,0.015625
52201,0
52202,0.015625
52203,0
52204,0.015625
52205,0
52206,0.015625
52207,0
52208,0.015625
52209,0
52210,0.015625
52211,0
52212,0
52213,0
52214,0
52215,0.015625
52216,0
52217,0.015625
52218,0
52219,0.015625
52220,0.015625
52221,0
52222,0.015625
52223,0
52224,0
52225,0
52226,0.015625
52227,0.015625
52228,0
52229,0.015625
52230,0
52231,0
52232,0
52233,0.015625
52234,0
52235,0
52236,0.015625
52237,0
52238,0.015625
52239,0
52240,0
52241,0.015625
52242,0.015625
52243,0
52244,0.015625
52245,0
52246,0
52247,0
52248,0.015625
52249,0.015625
52250,0
52251,0
52252,0
52253,0
52254,0.015625
52255,0
52256,0.015625
52257,0.015625
52258,0
52259,0
52260,0.015625
52261,0.015625
52262,0
52263,0
52264,0.015625
52265,0.015625
52266,0
52267,0.015625
52268,0
52269,0
52270,0.015625
52271,0.015625
52272,0.015625
52273,0
52274,0
52275,0.015625
52276,0
52277,0
52278,0
52279,0
52280,0.015625
52281,0
52282,0
52283,0.015625
52284,0.015625
52285,0
52286,0
52287,0.015625
52288,0.015625
52289,0.015625
52290,0.015625
52291,0.015625
52292,0
52293,0.015625
52294,0
52295,0
52296,0.015625
52297,0.015625
52298,0
52299,0
52300,0
52301,0.015625
52302,0
52303,0.015625
52304,0
52305,0
52306,0
52307,0.015625
52308,0
52309,0.015625
52310,0.015625
52311,0
52312,0.015625
52313,0.015625
52314,0
52315,0
52316,0.015625
52317,0
52318,0
52319,0.015625
52320,0.015625
52321,0.015625
52322,0
52323,0
52324,0
52325,0
52326,0.015625
52327,0.015625
52328,0
52329,0
52330,0
52331,0
52332,0
52333,0
52334,0
52335,0.015625
52336,0
52337,0.015625
52338,0
52339,0
52340,0.015625
52341,0
52342,0.015625
52343,0
52344,0
52345,0.015625
52346,0
52347,0
52348,0.015625
52349,0.015625
52350,0
52351,0
52352,0.015625
52353,0
52354,0
52355,0.015625
52356,0
52357,0.015625
52358,0
52359,0.015625
52360,0.015625
52361,0.015625
52362,0.015625
52363,0
52364,0
52365,0
52366,0.015625
52367,0
52368,0.015625
52369,0
52370,0
52371,0
52372,0
52373,0.015625
52374,0
52375,0
52376,0
52377,0.015625
52378,0
52379,0
52380,0.015625
52381,0.015625
52382,0
52383,0.015625
52384,0.015625
52385,0
52386,0
52387,0.015625
52388,0.015625
52389,0.015625
52390,0.015625
52391,0.015625
52392,0.015625
52393,0
52394,0.015625
52395,0
52396,0
52397,0.015625
52398,0
52399,0.015625
52400,0.015625
52401,0
52402,0
52403,0.015625
52404,0
52405,0
52406,0.015625
52407,0.015625
52408,0
52409,0.015625
52410,0
52411,0
52412,0.015625
52413,0
52414,0
52415,0
52416,0
52417,0.015625
52418,0.015625
52419,0.015625
52420,0
52421,0
52422,0.015625
52423,0.015625
52424,0
52425,0
52426,0
52427,0
52428,0.015625
52429,0.015625
52430,0.015625
52431,0
52432,0.015625
52433,0.015625
52434,0
52435,0.015625
52436,0.015625
52437,0
52438,0.015625
52439,0
52440,0
52441,0.015625
52442,0
52443,0
52444,0.015625
52445,0
52446,0
52447,0
52448,0.015625
52449,0
52450,0
52451,0
52452,0
52453,0.015625
52454,0
52455,0
52456,0.015625
52457,0
52458,0
52459,0.015625
52460,0.015625
52461,0
52462,0
52463,0.015625
52464,0.015625
52465,0.015625
52466,0
52467,0
52468,0
52469,0
52470,0
52471,0.015625
52472,0
52473,0
52474,0.015625
52475,0
52476,0
52477,0.015625
52478,0
52479,0.015625
52480,0
52481,0
52482,0
52483,0.015625
52484,0
52485,0
52486,0.015625
52487,0.015625
52488,0
52489,0
52490,0.015625
52491,0
52492,0.015625
52493,0
52494,0.015625
52495,0.015625
52496,0.015625
52497,0.015625
52498,0.015625
52499,0
52500,0.015625
52501,0
52502,0.015625
52503,0.015625
52504,0
52505,0.015625
52506,0
52507,0
52508,0
52509,0.015625
52510,0
52511,0.015625
52512,0.015625
52513,0
52514,0
52515,0.015625
52516,0.015625
52517,0
52518,0.015625
52519,0.015625
52520,0.015625
52521,0
52522,0.015625
52523,0.015625
52524,0
52525,0
52526,0
52527,0.015625
52528,0.015625
52529,0.015625
52530,0.015625
52531,0
52532,0
52533,0.015625
52534,0
52535,0
52536,0
52537,0.015625
52538,0.015625
52539,0
52540,0
52541,0.015625
52542,0
52543,0
52544,0
52545,0
52546,0
52547,0
52548,0
52549,0
52550,0
52551,0.015625
52552,0
52553,0.015625
52554,0
52555,0.015625
52556,0.015625
52557,0.015625
52558,0
52559,0
52560,0
52561,0
52562,0
52563,0
52564,0
52565,0.015625
52566,0
52567,0.015625
52568,0
52569,0
52570,0
52571,0
52572,0
52573,0.015625
52574,0.015625
52575,0
52576,0
52577,0.015625
52578,0.015625
52579,0
52580,0
52581,0
52582,0
52583,0.015625
52584,0
52585,0
52586,0
52587,0.015625
52588,0
52589,0.015625
52590,0.015625
52591,0.015625
52592,0
52593,0.015625
52594,0
52595,0.015625
52596,0.015625
52597,0.015625
52598,0.015625
52599,0
52600,0
52601,0
52602,0
52603,0
52604,0
52605,0.015625
52606,0
52607,0.015625
52608,0.015625
52609,0.015625
52610,0
52611,0
52612,0.015625
52613,0
52614,0.015625
52615,0.015625
52616,0
52617,0.015625
52618,0.015625
52619,0
52620,0.015625
52621,0
52622,0.015625
52623,0.015625
52624,0.015625
52625,0
52626,0.015625
52627,0
52628,0.015625
52629,0
52630,0
52631,0
52632,0
52633,0
52634,0
52635,0
52636,0.015625
52637,0
52638,0
52639,0.015625
52640,0
52641,0
52642,0
52643,0
52644,0.015625
52645,0.015625
52646,0
52647,0.015625
52648,0
52649,0
52650,0.015625
52651,0
52652,0
52653,0
52654,0.015625
52655,0
52656,0.015625
52657,0
52658,0
52659,0.015625
52660,0.015625
52661,0
52662,0
52663,0
52664,0
52665,0
52666,0
52667,0.015625
52668,0
52669,0.015625
52670,0
52671,0.015625
52672,0
52673,0
52674,0
52675,0.015625
52676,0.015625
52677,0.015625
52678,0
52679,0
52680,0
52681,0
52682,0
52683,0
52684,0.015625
52685,0
52686,0.015625
52687,0
52688,0
52689,0
52690,0
52691,0.015625
52692,0
52693,0.015625
52694,0.015625
52695,0.015625
52696,0.015625
52697,0
52698,0
52699,0.015625
52700,0
52701,0
52702,0
52703,0
52704,0.015625
52705,0.015625
52706,0.015625
52707,0
52708,0
52709,0
52710,0
52711,0.015625
52712,0.015625
52713,0.015625
52714,0.015625
52715,0.015625
52716,0
52717,0
52718,0
52719,0.015625
52720,0
52721,0
52722,0
52723,0.015625
52724,0.015625
52725,0.015625
52726,0.015625
52727,0
52728,0
52729,0.015625
52730,0.015625
52731,0
52732,0
52733,0.015625
52734,0
52735,0.015625
52736,0.015625
52737,0
52738,0
52739,0
52740,0
52741,0.015625
52742,0
52743,0
52744,0
52745,0
52746,0
52747,0
52748,0
52749,0
52750,0.015625
52751,0
52752,0
52753,0
52754,0.015625
52755,0
52756,0
52757,0.015625
52758,0.015625
52759,0.015625
52760,0
52761,0
52762,0.015625
52763,0
52764,0
52765,0.015625
52766,0
52767,0.015625
52768,0
52769,0
52770,0
52771,0
52772,0
52773,0
52774,0
52775,0.015625
52776,0
52777,0
52778,0.015625
52779,0.015625
52780,0
52781,0
52782,0
52783,0.015625
52784,0.015625
52785,0
52786,0
52787,0.015625
52788,0
52789,0.015625
52790,0
52791,0.015625
52792,0
52793,0
52794,0
52795,0
52796,0
52797,0
52798,0
52799,0.015625
52800,0.015625
52801,0
52802,0.015625
52803,0.015625
52804,0.015625
52805,0
52806,0
52807,0
52808,0.015625
52809,0
52810,0.015625
52811,0
52812,0
52813,0.015625
52814,0
52815,0
52816,0
52817,0
52818,0.015625
52819,0
52820,0.015625
52821,0
52822,0
52823,0
52824,0
52825,0
52826,0.015625
52827,0
52828,0.015625
52829,0
52830,0.015625
52831,0
52832,0
52833,0
52834,0.015625
52835,0
52836,0.015625
52837,0
52838,0
52839,0.015625
52840,0
52841,0
52842,0
52843,0.015625
52844,0.015625
52845,0
52846,0
52847,0.015625
52848,0.015625
52849,0.015625
52850,0
52851,0.015625
52852,0.015625
52853,0
52854,0
52855,0
52856,0
52857,0.015625
52858,0
52859,0
52860,0.015625
52861,0
52862,0
52863,0
52864,0.015625
52865,0
52866,0
52867,0.015625
52868,0.015625
52869,0
52870,0
52871,0
52872,0
52873,0
52874,0
52875,0
52876,0.015625
52877,0
52878,0.015625
52879,0
52880,0.015625
52881,0.015625
52882,0
52883,0
52884,0
52885,0.015625
52886,0
52887,0
52888,0.015625
52889,0
52890,0
52891,0
52892,0
52893,0
52894,0.015625
52895,0.015625
52896,0
52897,0
52898,0
52899,0.015625
52900,0.015625
52901,0
52902,0.015625
52903,0
52904,0.015625
52905,0
52906,0
52907,0
52908,0
52909,0
52910,0
52911,0
52912,0
52913,0.015625
52914,0
52915,0.015625
52916,0.015625
52917,0
52918,0
52919,0
52920,0
52921,0
52922,0.015625
52923,0.015625
52924,0.015625
52925,0.015625
52926,0.015625
52927,0.015625
52928,0
52929,0
52930,0
52931,0.015625
52932,0.015625
52933,0
52934,0.015625
52935,0.015625
52936,0.015625
52937,0.015625
52938,0.015625
52939,0
52940,0.015625
52941,0.015625
52942,0
52943,0.015625
52944,0.015625
52945,0
52946,0
52947,0
52948,0
52949,0.015625
52950,0.015625
52951,0
52952,0
52953,0.015625
52954,0
52955,0
52956,0.015625
52957,0
52958,0.015625
52959,0
52960,0
52961,0
52962,0
52963,0
52964,0.015625
52965,0
52966,0
52967,0
52968,0
52969,0.015625
52970,0.015625
52971,0
52972,0
52973,0
52974,0.015625
52975,0.015625
52976,0.015625
52977,0
52978,0.015625
52979,0.015625
52980,0
52981,0
52982,0.015625
52983,0
52984,0.015625
52985,0
52986,0.015625
52987,0
52988,0
52989,0
52990,0.015625
52991,0.015625
52992,0.015625
52993,0
52994,0
52995,0.015625
52996,0
52997,0
52998,0
52999,0
53000,0.015625
53001,0
53002,0.015625
53003,0.015625
53004,0
53005,0
53006,0.015625
53007,0
53008,0.015625
53009,0.015625
53010,0
53011,0
53012,0
53013,0
53014,0
53015,0.015625
53016,0
53017,0.015625
53018,0
53019,0
53020,0
53021,0.015625
53022,0.015625
53023,0
53024,0
53025,0
53026,0
53027,0
53028,0.015625
53029,0
53030,0.015625
53031,0
53032,0
53033,0.015625
53034,0.015625
53035,0.015625
53036,0
53037,0
53038,0
53039,0
53040,0.015625
53041,0.015625
53042,0
53043,0.015625
53044,0
53045,0.015625
53046,0.015625
53047,0.015625
53048,0
53049,0.015625
53050,0.015625
53051,0.015625
53052,0
53053,0
53054,0.015625
53055,0.015625
53056,0.015625
53057,0
53058,0.015625
53059,0
53060,0
53061,0
53062,0
53063,0
53064,0
53065,0.015625
53066,0.015625
53067,0
53068,0
53069,0.015625
53070,0
53071,0.015625
53072,0.015625
53073,0
53074,0.015625
53075,0
53076,0
53077,0
53078,0
53079,0.015625
53080,0
53081,0
53082,0
53083,0
53084,0.015625
53085,0.015625
53086,0.015625
53087,0
53088,0
53089,0
53090,0.015625
53091,0.015625
53092,0
53093,0
53094,0.015625
53095,0
53096,0
53097,0.015625
53098,0.015625
53099,0
53100,0
53101,0
53102,0
53103,0
53104,0.015625
53105,0
53106,0
53107,0
53108,0
53109,0.015625
53110,0
53111,0.015625
53112,0
53113,0.015625
53114,0
53115,0
53116,0
53117,0
53118,0.015625
53119,0.015625
53120,0.015625
53121,0
53122,0
53123,0.015625
53124,0.015625
53125,0.015625
53126,0
53127,0.015625
53128,0
53129,0.015625
53130,0.015625
53131,0.015625
53132,0.015625
53133,0.015625
53134,0
53135,0.015625
53136,0
53137,0
53138,0.015625
53139,0.015625
53140,0.015625
53141,0.015625
53142,0
53143,0.015625
53144,0
53145,0.015625
53146,0
53147,0
53148,0
53149,0
53150,0
53151,0.015625
53152,0.015625
53153,0
53154,0
53155,0.015625
53156,0
53157,0.015625
53158,0.015625
53159,0.015625
53160,0
53161,0
53162,0
53163,0.015625
53164,0.015625
53165,0
53166,0
53167,0
53168,0.015625
53169,0
53170,0.015625
53171,0
53172,0.015625
53173,0.015625
53174,0.015625
53175,0
53176,0.015625
53177,0
53178,0
53179,0
53180,0.015625
53181,0
53182,0
53183,0
53184,0
53185,0.015625
53186,0.015625
53187,0.015625
53188,0
53189,0
53190,0
53191,0
53192,0
53193,0
53194,0
53195,0
53196,0
53197,0
53198,0.015625
53199,0.015625
53200,0.015625
53201,0
53202,0.015625
53203,0
53204,0
53205,0.015625
53206,0
53207,0
53208,0.015625
53209,0
53210,0.015625
53211,0
53212,0
53213,0
53214,0.015625
53215,0.015625
53216,0
53217,0
53218,0
53219,0
53220,0.015625
53221,0.015625
53222,0
53223,0.015625
53224,0
53225,0.015625
53226,0.015625
53227,0
53228,0
53229,0.015625
53230,0
53231,0
53232,0
53233,0
53234,0
53235,0
53236,0.015625
53237,0.015625
53238,0.015625
53239,0
53240,0.015625
53241,0.015625
53242,0
53243,0
53244,0.015625
53245,0
53246,0
53247,0
53248,0
53249,0
53250,0.015625
53251,0
53252,0
53253,0.015625
53254,0
53255,0.015625
53256,0
53257,0
53258,0
53259,0.015625
53260,0.015625
53261,0.015625
53262,0.015625
53263,0.015625
53264,0
53265,0.015625
53266,0.015625
53267,0.015625
53268,0.015625
53269,0
53270,0
53271,0.015625
53272,0
53273,0
53274,0
53275,0
53276,0.015625
53277,0.015625
53278,0
53279,0
53280,0
53281,0
53282,0
53283,0.015625
53284,0.015625
53285,0
53286,0.015625
53287,0
53288,0
53289,0.015625
53290,0.015625
53291,0
53292,0
53293,0
53294,0.015625
53295,0
53296,0.015625
53297,0
53298,0
53299,0.015625
53300,0.015625
53301,0
53302,0.015625
53303,0.015625
53304,0
53305,0.015625
53306,0
53307,0.015625
53308,0.015625
53309,0
53310,0.015625
53311,0.015625
53312,0
53313,0.015625
53314,0.015625
53315,0.015625
53316,0
53317,0.015625
53318,0.015625
53319,0
53320,0
53321,0.015625
53322,0.015625
53323,0
53324,0
53325,0
53326,0.015625
53327,0.015625
53328,0
53329,0.015625
53330,0
53331,0
53332,0.015625
53333,0.015625
53334,0
53335,0.015625
53336,0
53337,0.015625
53338,0
53339,0.015625
53340,0.015625
53341,0.015625
53342,0
53343,0
53344,0
53345,0
53346,0.015625
53347,0
53348,0.015625
53349,0.015625
53350,0.015625
53351,0
53352,0
53353,0
53354,0.015625
53355,0.015625
53356,0
53357,0.015625
53358,0
53359,0
53360,0
53361,0
53362,0
53363,0
53364,0.015625
53365,0.015625
53366,0.015625
53367,0
53368,0.015625
53369,0
53370,0.015625
53371,0
53372,0
53373,0
53374,0
53375,0
53376,0.015625
53377,0
53378,0
53379,0.015625
53380,0
53381,0
53382,0.015625
53383,0.015625
53384,0
53385,0
53386,0.015625
53387,0
53388,0.015625
53389,0
53390,0.015625
53391,0.015625
53392,0.015625
53393,0.015625
53394,0.015625
53395,0.015625
53396,0.015625
53397,0
53398,0.015625
53399,0.015625
53400,0
53401,0
53402,0
53403,0.015625
53404,0
53405,0
53406,0
53407,0
53408,0
53409,0.015625
53410,0.015625
53411,0
53412,0
53413,0
53414,0.015625
53415,0
53416,0
53417,0
53418,0
53419,0
53420,0
53421,0
53422,0
53423,0
53424,0
53425,0.015625
53426,0.015625
53427,0
53428,0.015625
53429,0
53430,0
53431,0.015625
53432,0
53433,0
53434,0
53435,0
53436,0
53437,0.015625
53438,0.015625
53439,0.015625
53440,0
53441,0.015625
53442,0.015625
53443,0
53444,0
53445,0.015625
53446,0
53447,0.015625
53448,0.015625
53449,0.015625
53450,0
53451,0.015625
53452,0
53453,0.015625
53454,0
53455,0
53456,0.015625
53457,0
53458,0
53459,0.015625
53460,0.015625
53461,0
53462,0.015625
53463,0
53464,0.015625
53465,0
53466,0.015625
53467,0
53468,0.015625
53469,0
